participant,item,feature,explain,purpose,cause,condition,sex,race,age
285,dog,"it's legs, its tail, and the way its body is shaped.",dogs are shaped the way they are to be hunters and retrievers.,1,0,bio,female,white / european-american,52
285,fly,it's large eyes,it has those large eyes to be able to track flowers and things to eat.,1,0,bio,female,white / european-american,52
285,coyote,it's long tail and big ears.,"as a hunter, i think the long tail helps with tracking and the ears help with being able to hear well.",1,0,bio,female,white / european-american,52
285,bat,their wings.,so that it can fly swiftly through the air and catch insects.,1,0,bio,female,white / european-american,52
286,fly,their wings,it has wings so it can fly,1,0,bio,male,latino / hispanic,37
286,snail,their shell,so it can be protected,1,0,bio,male,latino / hispanic,37
286,coyote,their fur,to keep them warm in the climate,1,0,bio,male,latino / hispanic,37
286,bat,probably it's echolocation,so that it knows where to go,1,0,bio,male,latino / hispanic,37
287,snail,the slimy body and the shell,it has the shell so it can hide itself in its home. i'm guessing the sliminess is so it can move a little better and slither up fences and trees.,1,0,bio,male,asian / asian-american,40
287,osprey,"the eyes, the wings, and the talons",the eyes look like they have good vision to spot prey like rodents or fish. the wings look like they can fold to be aerodynamic and open up to fly well. the talons are definitely to grab their next meal.,1,0,bio,male,asian / asian-american,40
287,shark,the most important features are the sharp teeth and the fins.,"the fins help the shark swim faster so it can attack prey, and the sharp teeth are for biting meat, whether it is fish meat or human meat.",1,0,bio,male,asian / asian-american,40
287,turkey,"probably the wings, the red saggy neck, and the amount of meat it has",i have absolutely no idea why the neck has the flappy skin and why it is that color. the wings make it a bird so it can try to fly a little. i think the meatiness of the turkey is to provide food for people or whatever animal is up in the food chain.,1,0,bio,male,asian / asian-american,40
288,dog,"its soft and furry body, four legs to run around on and great ears to hear and hunt.","it is a loving companion, and has great hearing to help it hunt",0,0,bio,female,white / european-american,43
288,osprey,"large sharp claws, camouflage coloring and large wings",the claws help it to catch prey and the coloring is to help it blend in with nature.,1,0,bio,female,white / european-american,43
288,shark,the big fin on its's back and its large mouth and teeth.,the mouth and teeth are structured that way because it is a predator and it helps it to hunt and kill food.,1,0,bio,female,white / european-american,43
288,turkey,it is created this way so we can eat so many parts of it as food.,to provide for human consumption.,1,0,bio,female,white / european-american,43
289,fly,"eyes, wings",speed and vision,0,0,bio,male,white / european-american,73
289,shark,"jaws, tail, dorsal fin",it is a predator,1,0,bio,male,white / european-american,73
289,coyote,"speed, stealth, ability to work as a pack",to be the most efficient hunter,1,0,bio,male,white / european-american,73
289,turkey,"the tail, the head, the roundness",no sure... but they really are smart,0,0,bio,male,white / european-american,73
290,dog,four legs and great sense of smell,it has those features to travel fast and find stuff based on scent alone,1,0,bio,male,latino / hispanic,24
290,snail,a slug like being and a shell,"it doesn't any more features to survive, the shell protects the being that houses it.",1,0,bio,male,latino / hispanic,24
290,osprey,sharp beak and claws,it has those features to hunt efficiently,1,0,bio,male,latino / hispanic,24
290,bat,"wings and sharp teeth, big ears.",it has those features to see their surroundings despite not having good eyesight with echolocation,1,0,bio,male,latino / hispanic,24
291,dog,"a dog is a mammal that has evolved to be domesticated and loyal to humans. they have four legs, fur, a tail, and bark to signal to their owners or other animals.",it has evolved those features over many thousands of years.,0,0,bio,male,white / european-american,46
291,shark,it is a large fish with sharp teeth that preys upon other fish. it is at the upper end of the food chain in the ocean.,these are features evolved over many years.,0,0,bio,male,white / european-american,46
291,bat,"this is a small mammal that flys, hangs upside down, and eats insects. they are nocturnal.",it uses its features that have evolved over many years to survive.,0,0,bio,male,white / european-american,46
291,turkey,"this is a bird that is plump, that typically walks and is a game meat for humans.",these features have evolved over years.,0,0,bio,male,white / european-american,46
292,fly,it's legs - prickly,to stick to things,1,0,bio,male,white / european-american,68
292,snail,huge shell,the way it moves - slowly,0,0,bio,male,white / european-american,68
292,osprey,talons.  beak.  sleekness,specifically for hunting,1,0,bio,male,white / european-american,68
292,coyote,obviuosly a predator animal,keen sense of smell,1,0,bio,male,white / european-american,68
293,dog,four legs,"as an animal, it has 4 legs",0,0,bio,female,white / european-american,83
293,fly,wings,it needs wings to go from place to place,1,0,bio,female,white / european-american,83
293,coyote,"other than the name/species, i can't think of anything.","i can't think of anything.  if it were a tame animal, it might be considered a dog.",0,0,bio,female,white / european-american,83
